file,class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\tz\DefaultNameProvider.java,org.joda.time.tz.DefaultNameProvider,class,1,23,1,0,11,10,5,3,0,1,0,0,2,89
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\DateTimeParserBucket.java,org.joda.time.format.DateTimeParserBucket,class,10,65,1,0,30,253,30,22,2,19,0,0,12,478
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\base\BaseDateTime.java,org.joda.time.base.BaseDateTime,class,5,17,3,3,12,84,17,13,0,3,0,1,12,309
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\DateTimeConstants.java,org.joda.time.DateTimeConstants,class,0,1,1,0,0,0,1,0,0,40,40,40,0,138
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\example\org\joda\example\time\AgeCalculator.java,org.joda.example.time.AgeCalculator,class,6,42,6,0,70,196,17,5,3,10,3,1,21,308
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\base\BaseDuration.java,org.joda.time.base.BaseDuration,class,8,16,2,1,6,75,15,10,0,2,0,1,5,251
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestChronology.java,org.joda.time.TestChronology,class,9,12,2,0,39,62,12,10,2,9,0,1,58,202
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\GJYearOfEraDateTimeField.java,org.joda.time.chrono.GJYearOfEraDateTimeField,class,6,18,4,0,19,108,16,14,0,2,0,1,2,105
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\tz\ZoneInfoCompiler.java,org.joda.time.tz.ZoneInfoCompiler,class,13,143,1,0,114,457,35,13,14,27,19,3,47,746
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\tz\TestCompiler.java,org.joda.time.tz.TestCompiler,class,11,22,2,0,39,163,18,11,2,2,0,1,16,192
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\ISOYearOfEraDateTimeField.java,org.joda.time.chrono.ISOYearOfEraDateTimeField,class,6,18,4,0,19,120,16,14,0,2,0,2,4,99
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\FormatUtils.java,org.joda.time.format.FormatUtils,class,0,63,1,0,17,46,12,9,11,1,0,1,21,358
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\ISOPeriodFormat.java,org.joda.time.format.ISOPeriodFormat,class,2,11,1,0,15,15,6,5,5,5,0,5,0,197
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\BasicFixedMonthChronology.java,org.joda.time.chrono.BasicFixedMonthChronology,class,2,21,5,2,7,77,15,0,0,4,0,4,0,135
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\EthiopicChronology.java,org.joda.time.chrono.EthiopicChronology,class,10,25,6,0,14,76,13,6,4,7,1,7,12,229
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\PeriodType.java,org.joda.time.PeriodType,class,4,90,1,0,47,657,39,34,18,30,0,27,99,808
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestJulianYearField.java,org.joda.time.chrono.gj.TestJulianYearField,class,2,8,6,0,7,10,5,5,0,0,0,0,2,52
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\ReadableDuration.java,org.joda.time.ReadableDuration,interface,3,9,1,0,0,36,9,0,0,0,0,0,0,140
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\MockNullZoneChronology.java,org.joda.time.MockNullZoneChronology,class,5,5,3,0,2,10,5,5,0,0,0,0,1,40
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\Years.java,org.joda.time.Years,class,13,36,2,0,23,178,20,18,5,8,6,8,25,336
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\ZonedChronology.java,org.joda.time.chrono.ZonedChronology,class,15,107,8,0,78,19,67,55,2,12,0,3,4,554
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\GregorianChronology.java,org.joda.time.chrono.GregorianChronology,class,5,30,6,0,12,128,17,6,4,8,0,8,11,212
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\GJDayOfWeekDateTimeField.java,org.joda.time.chrono.GJDayOfWeekDateTimeField,class,4,11,4,0,10,43,11,8,0,2,0,1,6,126
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\field\TestUnsupportedDateTimeField.java,org.joda.time.field.TestUnsupportedDateTimeField,class,11,57,2,0,68,0,10,9,1,4,0,0,42,594
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestDateTimeFieldType.java,org.joda.time.TestDateTimeFieldType,class,6,32,2,0,82,465,31,27,2,0,0,0,325,289
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\base\AbstractInterval.java,org.joda.time.base.AbstractInterval,class,9,38,1,1,20,351,27,25,0,0,0,0,8,479
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestDateTimeZoneCutover.java,org.joda.time.TestDateTimeZoneCutover,class,12,145,2,0,61,5492,129,121,2,15,0,15,23,1143
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\AbstractConverter.java,org.joda.time.convert.AbstractConverter,class,8,10,1,10,9,36,9,8,0,0,0,0,4,149
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\DateTimeFormatterBuilder.java,org.joda.time.format.DateTimeFormatterBuilder,class,27,505,5,0,146,14843,178,143,2,34,0,5,92,2563
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\Interval.java,org.joda.time.Interval,class,8,35,3,0,20,276,24,24,1,1,0,1,10,456
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\convert\TestStringConverter.java,org.joda.time.convert.TestStringConverter,class,12,67,2,0,63,981,47,45,2,14,0,12,60,500
